id,parent_id,name,acronym,red,green,blue
549009207,323,Intercollicular nucleus,InCo,255,144,255
616,323,Cuneiform nucleus,CUN,255,144,255
214,323,Red nucleus,RN,255,144,255
35,323,Oculomotor nucleus,III,255,144,255
549009211,323,Medial accesory oculomotor nucleus,MA3,255,144,255
975,323,Edinger-Westphal nucleus,EW,255,144,255
115,323,Trochlear nucleus,IV,255,144,255
606826663,323,Paratrochlear nucleus,Pa4,255,144,255
757,323,Ventral tegmental nucleus,VTN,255,144,255
231,323,Anterior tegmental nucleus,AT,255,144,255
66,323,Lateral terminal nucleus of the accessory optic tract,LT,255,144,255
75,323,Dorsal terminal nucleus of the accessory optic tract,DT,255,144,255
58,323,Medial terminal nucleus of the accessory optic tract,MT,255,144,255
615,323,"Substantia nigra, lateral part",SNl,255,144,255
348,313,"Midbrain, behavioral state related",MBsta,255,144,255
374,348,"Substantia nigra, compact part",SNc,255,166,255
1052,348,Pedunculopontine nucleus,PPN,255,166,255
165,348,Midbrain raphe nuclei,RAmb,255,166,255
12,165,Interfascicular nucleus raphe,IF,255,166,255
100,165,Interpeduncular nucleus,IPN,255,166,255
607344834,100,"Interpeduncular nucleus, rostral",IPR,255,166,255
607344838,100,"Interpeduncular nucleus, caudal",IPC,255,166,255
607344842,100,"Interpeduncular nucleus, apical",IPA,255,166,255
607344846,100,"Interpeduncular nucleus, lateral",IPL,255,166,255
607344850,100,"Interpeduncular nucleus, intermediate",IPI,255,166,255
607344854,100,"Interpeduncular nucleus, dorsomedial",IPDM,255,166,255
607344858,100,"Interpeduncular nucleus, dorsolateral",IPDL,255,166,255
607344862,100,"Interpeduncular nucleus, rostrolateral",IPRL,255,166,255
197,165,Rostral linear nucleus raphe,RL,255,166,255
591,165,Central linear nucleus raphe,CLI,255,166,255
872,165,Dorsal nucleus raphe,DR,255,166,255
1065,343,Hindbrain,HB,255,155,136
771,1065,Pons,P,255,155,136
1132,771,"Pons, sensory related",P-sen,255,174,111
612,1132,Nucleus of the lateral lemniscus,NLL,255,174,111
82,612,"Nucleus of the lateral lemniscus, dorsal part",NLLd,255,174,111
90,612,"Nucleus of the lateral lemniscus, horizontal part",NLLh,255,174,111
99,612,"Nucleus of the lateral lemniscus, ventral part",NLLv,255,174,111
7,1132,Principal sensory nucleus of the trigeminal,PSV,255,174,111
867,1132,Parabrachial nucleus,PB,255,174,111
123,867,Koelliker-Fuse subnucleus,KF,255,174,111
881,867,"Parabrachial nucleus, lateral division",PBl,255,174,111
860,881,"Parabrachial nucleus, lateral division, central lateral part",PBlc,255,174,111
868,881,"Parabrachial nucleus, lateral division, dorsal lateral part",PBld,255,174,111
875,881,"Parabrachial nucleus, lateral division, external lateral part",PBle,255,174,111
883,881,"Parabrachial nucleus, lateral division, superior lateral part",PBls,255,174,111
891,881,"Parabrachial nucleus, lateral division, ventral lateral part",PBlv,255,174,111
890,867,"Parabrachial nucleus, medial division",PBm,255,174,111
899,890,"Parabrachial nucleus, medial division, external medial part",PBme,255,174,111
915,890,"Parabrachial nucleus, medial division, medial medial part",PBmm,255,174,111
923,890,"Parabrachial nucleus, medial division, ventral medial part",PBmv,255,174,111
398,1132,Superior olivary complex,SOC,255,174,111
122,398,"Superior olivary complex, periolivary region",POR,255,174,111
105,398,"Superior olivary complex, medial part",SOCm,255,174,111
114,398,"Superior olivary complex, lateral part",SOCl,255,174,111
987,771,"Pons, motor related",P-mot,255,186,134
280,987,Barrington's nucleus,B,255,186,134
880,987,Dorsal tegmental nucleus,DTN,255,186,134
283,987,Lateral tegmental nucleus,LTN,255,186,134
599626927,987,Posterodorsal tegmental nucleus,PDTg,255,186,134
898,987,Pontine central gray,PCG,255,186,134
931,987,Pontine gray,PG,255,186,134
1093,987,"Pontine reticular nucleus, caudal part",PRNc,255,186,134
552,987,"Pontine reticular nucleus, ventral part",PRNv,255,186,134
318,987,Supragenual nucleus,SG,255,186,134
462,987,Superior salivatory nucleus,SSN,255,186,134
534,987,Supratrigeminal nucleus,SUT,255,186,134
574,987,Tegmental reticular nucleus,TRN,255,186,134
621,987,Motor nucleus of trigeminal,V,255,186,134
549009215,987,Peritrigeminal zone,P5,255,186,134
549009219,987,Accessory trigeminal nucleus,Acs5,255,186,134
549009223,987,Parvicellular motor 5 nucleus,PC5,255,186,134
549009227,987,Intertrigeminal nucleus,I5,255,186,134
1117,771,"Pons, behavioral state related",P-sat,255,195,149
679,1117,Superior central nucleus raphe,CS,255,195,149
137,679,"Superior central nucleus raphe, lateral part",CSl,255,195,149
130,679,"Superior central nucleus raphe, medial part",CSm,255,195,149
147,1117,Locus ceruleus,LC,255,195,149
162,1117,Laterodorsal tegmental nucleus,LDT,255,195,149
604,1117,Nucleus incertus,NI,255,195,149
146,1117,Pontine reticular nucleus,PRNr,255,195,149
238,1117,Nucleus raphe pontis,RPO,255,195,149
350,1117,Subceruleus nucleus,SLC,255,195,149
358,1117,Sublaterodorsal nucleus,SLD,255,195,149
354,1065,Medulla,MY,255,155,205
386,354,"Medulla, sensory related",MY-sen,255,165,210
207,386,Area postrema,AP,255,165,210
607,386,Cochlear nuclei,CN,255,165,210
112,607,Granular lamina of the cochlear nuclei,CNlam,255,165,210
560,607,"Cochlear nucleus, subpedunclular granular region",CNspg,255,165,210
96,607,Dorsal cochlear nucleus,DCO,255,165,210
101,607,Ventral cochlear nucleus,VCO,255,165,210
720,386,Dorsal column nuclei,DCN,255,165,210
711,720,Cuneate nucleus,CU,255,165,210
1039,720,Gracile nucleus,GR,255,165,210
903,386,External cuneate nucleus,ECU,255,165,210
642,386,Nucleus of the trapezoid body,NTB,255,165,210
651,386,Nucleus of the solitary tract,NTS,255,165,210
659,651,"Nucleus of the solitary tract, central part",NTSce,255,165,210
666,651,"Nucleus of the solitary tract, commissural part",NTSco,255,165,210
674,651,"Nucleus of the solitary tract, gelatinous part",NTSge,255,165,210
682,651,"Nucleus of the solitary tract, lateral part",NTSl,255,165,210
691,651,"Nucleus of the solitary tract, medial part",NTSm,255,165,210
429,386,"Spinal nucleus of the trigeminal, caudal part",SPVC,255,165,210
437,386,"Spinal nucleus of the trigeminal, interpolar part",SPVI,255,165,210
445,386,"Spinal nucleus of the trigeminal, oral part",SPVO,255,165,210
77,445,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",SPVOcdm,255,165,210
53,445,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",SPVOmdmd,255,165,210
61,445,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",SPVOmdmv,255,165,210
45,445,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",SPVOrdm,255,165,210
69,445,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",SPVOvl,255,165,210
589508451,386,Paratrigeminal nucleus,Pa5,255,165,210
789,386,Nucleus z,z,255,165,210
370,354,"Medulla, motor related",MY-mot,255,179,217
653,370,Abducens nucleus,VI,255,179,217
568,370,Accessory abducens nucleus,ACVI,255,179,217
661,370,Facial motor nucleus,VII,255,179,217
576,370,Accessory facial motor nucleus,ACVII,255,179,217
640,370,Efferent vestibular nucleus,EV,255,179,217
135,370,Nucleus ambiguus,AMB,255,179,217
939,135,"Nucleus ambiguus, dorsal division",AMBd,255,179,217
143,135,"Nucleus ambiguus, ventral division",AMBv,255,179,217
839,370,Dorsal motor nucleus of the vagus nerve,DMX,255,179,217
887,370,Efferent cochlear group,ECO,255,179,217
1048,370,Gigantocellular reticular nucleus,GRN,255,179,217
372,370,Infracerebellar nucleus,ICB,255,179,217
83,370,Inferior olivary complex,IO,255,179,217
136,370,Intermediate reticular nucleus,IRN,255,179,217
106,370,Inferior salivatory nucleus,ISN,255,179,217
203,370,Linear nucleus of the medulla,LIN,255,179,217
235,370,Lateral reticular nucleus,LRN,255,179,217
955,235,"Lateral reticular nucleus, magnocellular part",LRNm,255,179,217
963,235,"Lateral reticular nucleus, parvicellular part",LRNp,255,179,217
307,370,Magnocellular reticular nucleus,MARN,255,179,217
395,370,Medullary reticular nucleus,MDRN,255,179,217
1098,395,"Medullary reticular nucleus, dorsal part",MDRNd,255,179,217
1107,395,"Medullary reticular nucleus, ventral part",MDRNv,255,179,217
852,370,Parvicellular reticular nucleus,PARN,255,179,217
859,370,Parasolitary nucleus,PAS,255,179,217
938,370,Paragigantocellular reticular nucleus,PGRN,255,179,217
970,938,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,255,179,217
978,938,"Paragigantocellular reticular nucleus, lateral part",PGRNl,255,179,217
154,370,Perihypoglossal nuclei,PHY,255,179,217
161,154,Nucleus intercalatus,NIS,255,179,217
177,154,Nucleus of Roller,NR,255,179,217
169,154,Nucleus prepositus,PRP,255,179,217
995,370,Paramedian reticular nucleus,PMR,255,179,217
1069,370,Parapyramidal nucleus,PPY,255,179,217
185,1069,"Parapyramidal nucleus, deep part",PPYd,255,179,217
193,1069,"Parapyramidal nucleus, superficial part",PPYs,255,179,217
701,370,Vestibular nuclei,VNC,255,179,217
209,701,Lateral vestibular nucleus,LAV,255,179,217
202,701,Medial vestibular nucleus,MV,255,179,217
225,701,Spinal vestibular nucleus,SPIV,255,179,217
217,701,Superior vestibular nucleus,SUV,255,179,217
765,370,Nucleus x,x,255,179,217
773,370,Hypoglossal nucleus,XII,255,179,217
781,370,Nucleus y,y,255,179,217
76,370,Interstitial nucleus of the vestibular nerve,INV,255,179,217
379,354,"Medulla, behavioral state related",MY-sat,255,198,226
206,379,Nucleus raphe magnus,RM,255,198,226
230,379,Nucleus raphe pallidus,RPA,255,198,226
222,379,Nucleus raphe obscurus,RO,255,198,226
512,8,Cerebellum,CB,240,240,128
528,512,Cerebellar cortex,CBX,240,240,128
1144,528,"Cerebellar cortex, molecular layer",CBXmo,255,252,145
1145,528,"Cerebellar cortex, Purkinje layer",CBXpu,255,252,145
1143,528,"Cerebellar cortex, granular layer",CBXgr,236,231,84
645,528,Vermal regions,VERM,255,252,145
912,645,Lingula (I),LING,255,252,145
10707,912,"Lingula (I), molecular layer",LINGmo,255,252,145
10706,912,"Lingula (I), Purkinje layer",LINGpu,255,252,145
10705,912,"Lingula (I), granular layer",LINGgr,236,231,84
920,645,Central lobule,CENT,255,252,145
976,920,Lobule II,CENT2,255,252,145
10710,976,"Lobule II, molecular layer",CENT2mo,255,252,145
10709,976,"Lobule II, Purkinje layer",CENT2pu,255,252,145
10708,976,"Lobule II, granular layer",CENT2gr,236,231,84
984,920,Lobule III,CENT3,255,252,145
10713,984,"Lobule III, molecular layer",CENT3mo,255,252,145
10712,984,"Lobule III, Purkinje layer",CENT3pu,255,252,145
10711,984,"Lobule III, granular layer",CENT3gr,236,231,84
928,645,Culmen,CUL,255,252,145
992,928,Lobule IV,CUL4,255,252,145
10716,992,"Lobule IV, molecular layer",CUL4mo,255,252,145
10715,992,"Lobule IV, Purkinje layer",CUL4pu,255,252,145
10714,992,"Lobule IV, granular layer",CUL4gr,236,231,84
1001,928,Lobule V,CUL5,255,252,145
10719,1001,"Lobule V, molecular layer",CUL5mo,255,252,145
10718,1001,"Lobule V, Purkinje layer",CUL5pu,255,252,145
10717,1001,"Lobule V, granular layer",CUL5gr,236,231,84
1091,928,Lobules IV-V,"CUL4, 5",255,252,145
10722,1091,"Lobules IV-V, molecular layer","CUL4, 5mo",255,252,145
10721,1091,"Lobules IV-V, Purkinje layer","CUL4, 5pu",255,252,145
10720,1091,"Lobules IV-V, granular layer","CUL4, 5gr",236,231,84
936,645,Declive (VI),DEC,255,252,145
10725,936,"Declive (VI), molecular layer",DECmo,255,252,145
10724,936,"Declive (VI), Purkinje layer",DECpu,255,252,145
10723,936,"Declive (VI), granular layer",DECgr,236,231,84
944,645,Folium-tuber vermis (VII),FOTU,255,252,145
10728,944,"Folium-tuber vermis (VII), molecular layer",FOTUmo,255,252,145
10727,944,"Folium-tuber vermis (VII), Purkinje layer",FOTUpu,255,252,145
10726,944,"Folium-tuber vermis (VII), granular layer",FOTUgr,236,231,84
951,645,Pyramus (VIII),PYR,255,252,145
10731,951,"Pyramus (VIII), molecular layer",PYRmo,255,252,145
10730,951,"Pyramus (VIII), Purkinje layer",PYRpu,255,252,145
10729,951,"Pyramus (VIII), granular layer",PYRgr,236,231,84
957,645,Uvula (IX),UVU,255,252,145
10734,957,"Uvula (IX), molecular layer",UVUmo,255,252,145
10733,957,"Uvula (IX), Purkinje layer",UVUpu,255,252,145
10732,957,"Uvula (IX), granular layer",UVUgr,236,231,84
968,645,Nodulus (X),NOD,255,252,145
10737,968,"Nodulus (X), molecular layer",NODmo,255,252,145
10736,968,"Nodulus (X), Purkinje layer",NODpu,255,252,145
10735,968,"Nodulus (X), granular layer",NODgr,236,231,84
1073,528,Hemispheric regions,HEM,255,252,145
1007,1073,Simple lobule,SIM,255,252,145
10674,1007,"Simple lobule, molecular layer",SIMmo,255,252,145
10673,1007,"Simple lobule, Purkinje layer",SIMpu,255,252,145
10672,1007,"Simple lobule, granular layer",SIMgr,236,231,84
1017,1073,Ansiform lobule,AN,255,252,145
1056,1017,Crus 1,ANcr1,255,252,145
10677,1056,"Crus 1, molecular layer",ANcr1mo,255,252,145
10676,1056,"Crus 1, Purkinje layer",ANcr1pu,255,252,145
10675,1056,"Crus 1, granular layer",ANcr1gr,236,231,84
1064,1017,Crus 2,ANcr2,255,252,145
10680,1064,"Crus 2, molecular layer",ANcr2mo,255,252,145
10679,1064,"Crus 2, Purkinje layer",ANcr2pu,255,252,145
10678,1064,"Crus 2, granular layer",ANcr2gr,236,231,84
1025,1073,Paramedian lobule,PRM,255,252,145
10683,1025,"Paramedian lobule, molecular layer",PRMmo,255,252,145
10682,1025,"Paramedian lobule, Purkinje layer",PRMpu,255,252,145
10681,1025,"Paramedian lobule, granular layer",PRMgr,236,231,84
1033,1073,Copula pyramidis,COPY,255,252,145
10686,1033,"Copula pyramidis, molecular layer",COPYmo,255,252,145
10685,1033,"Copula pyramidis, Purkinje layer",COPYpu,255,252,145
10684,1033,"Copula pyramidis, granular layer",COPYgr,236,231,84
1041,1073,Paraflocculus,PFL,255,252,145
10689,1041,"Paraflocculus, molecular layer",PFLmo,255,252,145
10688,1041,"Paraflocculus, Purkinje layer",PFLpu,255,252,145
10687,1041,"Paraflocculus, granular layer",PFLgr,236,231,84
1049,1073,Flocculus,FL,255,252,145
10692,1049,"Flocculus, molecular layer",FLmo,255,252,145
10691,1049,"Flocculus, Purkinje layer",FLpu,255,252,145
10690,1049,"Flocculus, granular layer",FLgr,236,231,84
519,512,Cerebellar nuclei,CBN,240,240,128
989,519,Fastigial nucleus,FN,255,253,188
91,519,Interposed nucleus,IP,255,253,188
846,519,Dentate nucleus,DN,255,253,188
589508455,519,Vestibulocerebellar nucleus,VeCB,255,253,188
1009,997,fiber tracts,fiber tracts,204,204,204
967,1009,cranial nerves,cm,204,204,204
885,967,terminal nerve,tn,204,204,204
949,967,vomeronasal nerve,von,204,204,204
840,967,olfactory nerve,In,204,204,204
1016,840,olfactory nerve layer of main olfactory bulb,onl,204,204,204
21,840,"lateral olfactory tract, general",lotg,204,204,204
665,21,"lateral olfactory tract, body",lot,204,204,204
538,21,dorsal limb,lotd,204,204,204
459,21,accessory olfactory tract,aolt,204,204,204
900,840,"anterior commissure, olfactory limb",aco,204,204,204
848,967,optic nerve,IIn,204,204,204
876,848,accessory optic tract,aot,204,204,204
916,848,brachium of the superior colliculus,bsc,204,204,204
336,848,superior colliculus commissure,csc,204,204,204
117,848,optic chiasm,och,204,204,204
125,848,optic tract,opt,204,204,204
357,848,tectothalamic pathway,ttp,204,204,204
832,967,oculomotor nerve,IIIn,204,204,204
62,832,medial longitudinal fascicle,mlf,204,204,204
158,832,posterior commissure,pc,204,204,204
911,967,trochlear nerve,IVn,204,204,204
384,911,trochlear nerve decussation,IVd,204,204,204
710,967,abducens nerve,VIn,204,204,204
901,967,trigeminal nerve,Vn,204,204,204
93,901,motor root of the trigeminal nerve,moV,204,204,204
229,901,sensory root of the trigeminal nerve,sV,204,204,204
705,229,midbrain tract of the trigeminal nerve,mtV,204,204,204
794,229,spinal tract of the trigeminal nerve,sptV,204,204,204
798,967,facial nerve,VIIn,204,204,204
1131,798,intermediate nerve,iVIIn,204,204,204
1116,798,genu of the facial nerve,gVIIn,204,204,204
933,967,vestibulocochlear nerve,VIIIn,204,204,204
1076,933,efferent cochleovestibular bundle,cvb,204,204,204
413,933,vestibular nerve,vVIIIn,204,204,204
948,933,cochlear nerve,cVIIIn,204,204,204
841,948,trapezoid body,tb,204,204,204
641,948,intermediate acoustic stria,ias,204,204,204
506,948,dorsal acoustic stria,das,204,204,204
658,948,lateral lemniscus,ll,204,204,204
633,948,inferior colliculus commissure,cic,204,204,204
482,948,brachium of the inferior colliculus,bic,204,204,204
808,967,glossopharyngeal nerve,IXn,204,204,204
917,967,vagus nerve,Xn,204,204,204
237,917,solitary tract,ts,204,204,204
717,967,accessory spinal nerve,XIn,204,204,204
813,967,hypoglossal nerve,XIIn,204,204,204
925,967,ventral roots,vrt,204,204,204
792,967,dorsal roots,drt,204,204,204
932,792,cervicothalamic tract,cett,204,204,204
570,932,dorsolateral fascicle,dl,204,204,204
522,932,dorsal commissure of the spinal cord,dcm,204,204,204
858,932,ventral commissure of the spinal cord,vc,204,204,204
586,932,fasciculus proprius,fpr,204,204,204
514,932,dorsal column,dc,204,204,204
380,514,cuneate fascicle,cuf,204,204,204
388,514,gracile fascicle,grf,204,204,204
396,514,internal arcuate fibers,iaf,204,204,204
697,932,medial lemniscus,ml,204,204,204
871,967,spinothalamic tract,sst,204,204,204
29,871,lateral spinothalamic tract,sttl,204,204,204
389,871,ventral spinothalamic tract,sttv,204,204,204
245,871,spinocervical tract,scrt,204,204,204
261,871,spino-olivary pathway,sop,204,204,204
270,871,spinoreticular pathway,srp,204,204,204
293,871,spinovestibular pathway,svp,204,204,204
277,871,spinotectal pathway,stp,204,204,204
253,871,spinohypothalamic pathway,shp,204,204,204
285,871,spinotelenchephalic pathway,step,204,204,204
627,285,hypothalamohypophysial tract,hht,204,204,204
960,1009,cerebellum related fiber tracts,cbf,204,204,204
744,960,cerebellar commissure,cbc,204,204,204
752,960,cerebellar peduncles,cbp,204,204,204
326,752,superior cerebelar peduncles,scp,204,204,204
812,326,superior cerebellar peduncle decussation,dscp,204,204,204
85,812,spinocerebellar tract,sct,204,204,204
850,326,uncinate fascicle,uf,204,204,204
866,326,ventral spinocerebellar tract,sctv,204,204,204
78,752,middle cerebellar peduncle,mcp,204,204,204
1123,752,inferior cerebellar peduncle,icp,204,204,204
553,1123,dorsal spinocerebellar tract,sctd,204,204,204
499,1123,cuneocerebellar tract,cct,204,204,204
650,1123,juxtarestiform body,jrb,204,204,204
490,1123,bulbocerebellar tract,bct,204,204,204
404,490,olivocerebellar tract,oct,204,204,204
410,490,reticulocerebellar tract,rct,204,204,204
373,752,trigeminocerebellar tract,tct,204,204,204
728,960,arbor vitae,arb,204,204,204
484682512,1009,supra-callosal cerebral white matter,scwm,204,204,204
983,1009,lateral forebrain bundle system,lfbs,204,204,204
776,983,corpus callosum,cc,204,204,204
956,776,"corpus callosum, anterior forceps",fa,204,204,204
579,956,external capsule,ec,204,204,204
964,776,"corpus callosum, extreme capsule",ee,204,204,204
1108,776,genu of corpus callosum,ccg,204,204,204
971,776,"corpus callosum, posterior forceps",fp,204,204,204
979,776,"corpus callosum, rostrum",ccr,204,204,204
484682516,776,"corpus callosum, body",ccb,204,204,204
986,776,"corpus callosum, splenium",ccs,204,204,204
784,983,corticospinal tract,cst,204,204,204
6,784,internal capsule,int,204,204,204
924,784,cerebal peduncle,cpd,204,204,204
1036,784,corticotectal tract,cte,204,204,204
1012,784,corticorubral tract,crt,204,204,204
1003,784,corticopontine tract,cpt,204,204,204
994,784,corticobulbar tract,cbt,204,204,204
190,784,pyramid,py,204,204,204
198,784,pyramidal decussation,pyd,204,204,204
1019,784,"corticospinal tract, crossed",cstc,204,204,204
1028,784,"corticospinal tract, uncrossed",cstu,204,204,204
896,983,thalamus related,lfbst,204,204,204
1092,896,external medullary lamina of the thalamus,em,204,204,204
14,896,internal medullary lamina of the thalamus,im,204,204,204
86,896,middle thalamic commissure,mtc,204,204,204
365,896,thalamic peduncles,tp,204,204,204
484682520,896,optic radiation,or,204,204,204
484682524,896,auditory radiation,ar,204,204,204
1000,1009,extrapyramidal fiber systems,eps,204,204,204
760,1000,cerebral nuclei related,epsc,204,204,204
142,760,pallidothalamic pathway,pap,204,204,204
102,760,nigrostriatal tract,nst,204,204,204
109,760,nigrothalamic fibers,ntt,204,204,204
134,760,pallidotegmental fascicle,ptf,204,204,204
309,760,striatonigral pathway,snp,204,204,204
317,760,subthalamic fascicle,stf,204,204,204
877,1000,tectospinal pathway,tsp,204,204,204
1051,877,direct tectospinal pathway,tspd,204,204,204
1060,877,doral tegmental decussation,dtd,204,204,204
1043,877,crossed tectospinal pathway,tspc,204,204,204
863,1000,rubrospinal tract,rust,204,204,204
397,863,ventral tegmental decussation,vtd,204,204,204
221,863,rubroreticular tract,rrt,204,204,204
736,1000,central tegmental bundle,ctb,204,204,204
855,1000,retriculospinal tract,rst,204,204,204
205,855,"retriculospinal tract, lateral part",rstl,204,204,204
213,855,"retriculospinal tract, medial part",rstm,204,204,204
941,1000,vestibulospinal pathway,vsp,204,204,204
991,1009,medial forebrain bundle system,mfbs,204,204,204
768,991,cerebrum related,mfbc,204,204,204
884,768,amygdalar capsule,amc,204,204,204
892,768,ansa peduncularis,apd,204,204,204
908,768,"anterior commissure, temporal limb",act,204,204,204
940,768,cingulum bundle,cing,204,204,204
1099,768,fornix system,fxs,204,204,204
466,1099,alveus,alv,204,204,204
530,1099,dorsal fornix,df,204,204,204
603,1099,fimbria,fi,204,204,204
745,1099,"precommissural fornix, general",fxprg,204,204,204
420,745,precommissural fornix diagonal band,db,204,204,204
737,1099,postcommissural fornix,fxpo,204,204,204
428,737,medial corticohypothalamic tract,mct,204,204,204
436,737,columns of the fornix,fx,204,204,204
618,1099,hippocampal commissures,hc,204,204,204
443,618,dorsal hippocampal commissure,dhc,204,204,204
449,618,ventral hippocampal commissure,vhc,204,204,204
713,1099,perforant path,per,204,204,204
474,1099,angular path,ab,204,204,204
37,768,longitudinal association bundle,lab,204,204,204
301,768,stria terminalis,st,204,204,204
484682528,301,commissural branch of stria terminalis,stc,204,204,204
824,991,hypothalamus related,mfsbshy,204,204,204
54,824,medial forebrain bundle,mfb,204,204,204
405,824,ventrolateral hypothalamic tract,vlt,204,204,204
174,824,preoptic commissure,poc,204,204,204
349,824,supraoptic commissures,sup,204,204,204
817,349,"supraoptic commissures, anterior",supa,204,204,204
825,349,"supraoptic commissures, dorsal",supd,204,204,204
833,349,"supraoptic commissures, ventral",supv,204,204,204
166,824,premammillary commissure,pmx,204,204,204
341,824,supramammillary decussation,smd,204,204,204
182,824,propriohypothalamic pathways,php,204,204,204
762,182,"propriohypothalamic pathways, dorsal",phpd,204,204,204
770,182,"propriohypothalamic pathways, lateral",phpl,204,204,204
779,182,"propriohypothalamic pathways, medial",phpm,204,204,204
787,182,"propriohypothalamic pathways, ventral",phpv,204,204,204
150,824,periventricular bundle of the hypothalamus,pvbh,204,204,204
46,824,mammillary related,mfbsma,204,204,204
753,46,principal mammillary tract,pm,204,204,204
690,46,mammillothalamic tract,mtt,204,204,204
681,46,mammillotegmental tract,mtg,204,204,204
673,46,mammillary peduncle,mp,204,204,204
1068,824,dorsal thalamus related,mfbst,204,204,204
722,1068,periventricular bundle of the thalamus,pvbt,204,204,204
1083,824,epithalamus related,mfbse,204,204,204
802,1083,stria medullaris,sm,204,204,204
595,1083,fasciculus retroflexus,fr,204,204,204
611,1083,habenular commissure,hbc,204,204,204
730,1083,pineal stalk,PIS,204,204,204
70,824,midbrain related,mfbsm,204,204,204
547,70,dorsal longitudinal fascicle,dlf,204,204,204
563,70,dorsal tegmental tract,dtt,204,204,204
73,997,ventricular systems,VS,170,170,170
81,73,lateral ventricle,VL,170,170,170
89,81,rhinocele,RC,170,170,170
98,81,subependymal zone,SEZ,170,170,170
108,81,choroid plexus,chpl,170,170,170
116,81,choroid fissure,chfl,170,170,170
124,73,interventricular foramen,IVF,170,170,170
129,73,third ventricle,V3,170,170,170
140,73,cerebral aqueduct,AQ,170,170,170
145,73,fourth ventricle,V4,170,170,170
153,145,lateral recess,V4r,170,170,170
164,73,"central canal, spinal cord/medulla",c,170,170,170
1024,997,grooves,grv,170,170,170
1032,1024,grooves of the cerebral cortex,grv of CTX,170,170,170
1055,1032,endorhinal groove,eg,170,170,170
1063,1032,hippocampal fissure,hf,170,170,170
1071,1032,rhinal fissure,rf,170,170,170
1078,1032,rhinal incisure,ri,170,170,170
1040,1024,grooves of the cerebellar cortex,grv of CBX,170,170,170
1087,1040,precentral fissure,pce,170,170,170
1095,1040,preculminate fissure,pcf,170,170,170
1103,1040,primary fissure,pri,170,170,170
1112,1040,posterior superior fissure,psf,170,170,170
1119,1040,prepyramidal fissure,ppf,170,170,170
3,1040,secondary fissure,sec,170,170,170
11,1040,posterolateral fissure,plf,170,170,170
18,1040,nodular fissure,nf,170,170,170
25,1040,simple fissure,sif,170,170,170
34,1040,intercrural fissure,icf,170,170,170
43,1040,ansoparamedian fissure,apf,170,170,170
49,1040,intraparafloccular fissure,ipf,170,170,170
57,1040,paramedian sulcus,pms,170,170,170
65,1040,parafloccular sulcus,pfs,170,170,170
624,1024,Interpeduncular fossa,IPF,170,170,170
304325711,997,retina,retina,127,46,126
